news_headline,news_article,news_category,full_text,clean_text,chunked_text
23-yr-old Tushar to play Mumbai's next T20 despite mother's death,"Mumbai's 23-year-old fast bowler Tushar Deshpande will be playing for his team in Syed Mushtaq Ali Trophy on Friday in honour of his mother, who passed away of cancer on Tuesday. ""Thoughts about mummy will definitely come, but my mom wanted me to play well and nothing else. If I stop right now, then there's no point,"" Deshpande said.",sports,"23-yr-old Tushar to play Mumbai's next T20 despite mother's death. Mumbai's 23-year-old fast bowler Tushar Deshpande will be playing for his team in Syed Mushtaq Ali Trophy on Friday in honour of his mother, who passed away of cancer on Tuesday. ""Thoughts about mummy will definitely come, but my mom wanted me to play well and nothing else. If I stop right now, then there's no point,"" Deshpande said.",23yr old tushar play mumbai next t20 despite mother death mumbais 23year old fast bowler tushar deshpande play team syed mushtaq ali trophy friday honour mother pass away cancer tuesday thought mummy definitely come mom want play well nothing else stop right no point deshpande say,"(S
  (NP 23-yr-old/JJ Tushar/NNP play/NN Mumbais/NNP next/JJ T20/NNP)
  (PP despite/IN)
  (NP mothers/NNS)
  (VP death./VBP)
  (NP Mumbais/NNP 23-year-old/JJ)
  fast/RB
  (NP bowler/NN Tushar/NNP Deshpande/NNP)
  (VP playing/VBG)
  (NP team/NN Syed/NNP Mushtaq/NNP Ali/NNP Trophy/NNP Friday/NNP)
  (NP honour/PRP$ mother/NN)
  ,/,
  (VP passed/VBN away/RB)
  (NP cancer/NN Tuesday./NNP ""/NNP Thoughts/NNP mummy/NN)
  definitely/RB
  (VP come/VBN)
  ,/,
  (NP mom/NN)
  (VP wanted/VBD)
  (NP play/NN)
  well/RB
  (NP nothing/NN else./JJ stop/NN right/NN)
  ,/,
  (NP no/DT point/NN)
  ,/,
  (NP ""/NNP Deshpande/NNP)
  (VP said/VBD)
  ./.)"
All kinds of weird: Ritika on 'brother' Yuvraj wearing Rohit's jersey,"Mumbai Indians took to Instagram to share a picture of their new signing Yuvraj Singh wearing captain Rohit Sharma's jersey with the caption, ""Guess who?"" Reacting to the picture, Rohit's wife Ritika Sajdeh wrote, ""My brother wearing my husband's jersey is all kinds of weird."" Ritika used to manage Yuvraj and had become his 'rakhi sister' during the time. ",sports,"All kinds of weird: Ritika on 'brother' Yuvraj wearing Rohit's jersey. Mumbai Indians took to Instagram to share a picture of their new signing Yuvraj Singh wearing captain Rohit Sharma's jersey with the caption, ""Guess who?"" Reacting to the picture, Rohit's wife Ritika Sajdeh wrote, ""My brother wearing my husband's jersey is all kinds of weird."" Ritika used to manage Yuvraj and had become his 'rakhi sister' during the time. ",kind weird ritika brother yuvraj wear rohit jersey mumbai indian take instagram share picture new signing yuvraj singh wear captain rohit sharma jersey caption guess react picture rohit wife ritika sajdeh write brother wear husband jersey kind weird ritika use manage yuvraj become rakhi sister time,"(S
  (NP kinds/NNS weird/JJ)
  :/:
  Ritika/FW
  (NP brother/NN Yuvraj/NNP)
  (VP wearing/VBG)
  (NP Rohit/NNP jersey./NN Mumbai/NNP Indians/NNP)
  (VP took/VBD)
  (NP Instagram/NNP share/NN picture/NN new/JJ)
  (VP signing/VBG)
  (NP Yuvraj/NNP Singh/NNP)
  (VP wearing/VBG)
  (NP captain/NN Rohit/NNP Sharmas/NNP jersey/NN caption/NN)
  ,/,
  (NP ""/NNP Guess/NNP)
  ?/.
  (NP ""/NN Reacting/VBG picture/NN)
  ,/,
  (NP Rohit/NNP wife/NN Ritika/NNP Sajdeh/NNP)
  (VP wrote/VBD)
  ,/,
  ""/FW
  (NP brother/NN wearing/VBG husbands/NNS jersey/JJ kinds/NNS)
  (VP weird./VBP)
  (NP ""/JJ Ritika/NNP)
  (VP used/VBD)
  (NP manage/NN Yuvraj/NNP become/NN rakhi/NN sister/NN time./NN))"
Disgrace: Gautam Gambhir on Kashmiri vendors beaten in Lucknow,"Reacting to two Kashmiri vendors being assaulted in Lucknow by saffron-clad men, former India cricketer Gautam Gambhir tweeted, ""Broad day light, bashing a Kashmiri trader in his own country! Disgrace!"" ""India is not only ours, it's theirs too,"" he added. A member of Vishwa Hindu Dal had shared videos of the attack on Facebook.",sports,"Disgrace: Gautam Gambhir on Kashmiri vendors beaten in Lucknow. Reacting to two Kashmiri vendors being assaulted in Lucknow by saffron-clad men, former India cricketer Gautam Gambhir tweeted, ""Broad day light, bashing a Kashmiri trader in his own country! Disgrace!"" ""India is not only ours, it's theirs too,"" he added. A member of Vishwa Hindu Dal had shared videos of the attack on Facebook.",disgrace gautam gambhir kashmiri vendor beat lucknow react two kashmiri vendor assault lucknow saffron clothe man former india cricketer gautam gambhir tweet broad day light bash kashmiri trader country disgrace india not add member vishwa hindu dal share video attack facebook,"(S
  (NP Disgrace/NN)
  :/:
  (NP Gautam/NNP Gambhir/NNP Kashmiri/NNP vendors/NNS)
  (VP beaten/VBP)
  (NP Lucknow./NNP Reacting/NNP two/CD Kashmiri/NNP vendors/NNS)
  (VP assaulted/VBD)
  (NP Lucknow/NNP saffron-clad/JJ men/NNS)
  ,/,
  (NP former/JJ India/NNP cricketer/NN Gautam/NNP Gambhir/NNP)
  (VP tweeted/VBD)
  ,/,
  (NP ""/JJ Broad/NNP day/NN)
  (VP light/VBD)
  ,/,
  (VP bashing/VBG)
  (NP Kashmiri/NNP trader/NN country/NN)
  !/.
  (NP Disgrace/NN)
  !/.
  (NP ""/JJ ""/NNP India/NNP)
  not/RB
  ,/,
  ,/,
  (NP ""/JJ added./JJ member/NN Vishwa/NNP Hindu/NNP Dal/NNP)
  (VP shared/VBD)
  (NP videos/JJ attack/NN Facebook/NNP)
  ./.)"
Happy inside & outside: Anil to Harbhajan on viral 'ageless' pic,"Reacting to cricketer Harbhajan Singh sharing a viral 'ageless' picture of him, actor Anil Kapoor replied that he is ""happy on the inside and outside"". ""The secret is dedication and hard work (and a few cheat days),"" he added. Anil's picture had gone viral on social media with users commenting that he does not look 62. ",sports,"Happy inside & outside: Anil to Harbhajan on viral 'ageless' pic. Reacting to cricketer Harbhajan Singh sharing a viral 'ageless' picture of him, actor Anil Kapoor replied that he is ""happy on the inside and outside"". ""The secret is dedication and hard work (and a few cheat days),"" he added. Anil's picture had gone viral on social media with users commenting that he does not look 62. ",happy inside outside anil harbhajan viral ageless pic react cricketer harbhajan singh share viral ageless picture actor anil kapoor reply happy inside outside secret dedication hard work cheat day add anil picture go viral social medium user comment not look 62,"(S
  (NP Happy/JJ)
  (PP inside/IN)
  (NP &amp;/JJ)
  (PP outside/IN)
  :/:
  (NP
    Anil/NNP
    Harbhajan/NNP
    viral/JJ
    ageless/NN
    pic./NN
    Reacting/NNP
    cricketer/NN
    Harbhajan/NNP
    Singh/NNP)
  (VP sharing/VBG)
  (NP viral/JJ ageless/JJ picture/NN)
  ,/,
  (NP actor/NN Anil/NNP Kapoor/NNP)
  (VP replied/VBD)
  (NP ""/NNP happy/JJ)
  (PP inside/IN)
  (NP outside/JJ ""/NNP)
  ./.
  (NP ""/NN secret/JJ dedication/NN hard/JJ work/NN)
  (/(
  (NP cheat/JJ days/NNS)
  )/)
  ,/,
  (NP ""/JJ added./NN Anils/NNP picture/NN)
  (VP gone/VBN)
  (NP viral/JJ social/JJ media/NNS users/NNS)
  (VP commenting/VBG not/RB look/VB)
  (NP 62./CD))"
"Kohli took 133 innings to smash his 1st 20 ODI tons, 83 for next 20","Team India captain Virat Kohli on Tuesday smashed his 40th ODI hundred, taking 216 innings to reach the milestone. Kohli had slammed his first 20 ODI hundreds in 133 innings and took just 83 innings to smash his next 20 hundreds. Further, Kohli took just 30 innings to reach 40 ODI tons from 30 ODI tons.",sports,"Kohli took 133 innings to smash his 1st 20 ODI tons, 83 for next 20. Team India captain Virat Kohli on Tuesday smashed his 40th ODI hundred, taking 216 innings to reach the milestone. Kohli had slammed his first 20 ODI hundreds in 133 innings and took just 83 innings to smash his next 20 hundreds. Further, Kohli took just 30 innings to reach 40 ODI tons from 30 ODI tons.",kohli take 133 inning smash 1st 20 odi ton 83 next 20 team india captain virat kohli tuesday smash 40th odi hundred take 216 inning reach milestone kohli slam first 20 odi hundred 133 inning take 83 inning smash next 20 hundred kohli take 30 inning reach 40 odi ton 30 odi ton,"(S
  (NP Kohli/NNP)
  (VP took/VBD)
  (NP 133/CD innings/NNS)
  (VP smash/VBD)
  (NP 1st/CD 20/CD ODI/NNP tons/NNS)
  ,/,
  (NP
    83/CD
    next/JJ
    20./CD
    Team/NNP
    India/NNP
    captain/NN
    Virat/NNP
    Kohli/NNP
    Tuesday/NNP)
  (VP smashed/VBD)
  (NP 40th/CD ODI/NNP)
  (VP hundred/VBD)
  ,/,
  (VP taking/VBG)
  (NP 216/CD innings/NNS)
  (VP reach/VBP)
  (NP milestone./JJ Kohli/NNP)
  (VP slammed/VBD first/RB)
  (NP 20/CD ODI/NNP hundreds/NNS 133/CD innings/NNS)
  (VP took/VBD)
  (NP 83/CD innings/NNS)
  (VP smash/VBP)
  (NP next/JJ 20/CD hundreds./NN)
  ,/,
  (NP Kohli/NNP)
  (VP took/VBD)
  (NP 30/CD innings/NNS)
  (VP reach/VBP)
  (NP 40/CD ODI/NNP tons/NNS 30/CD ODI/NNP tons/NNS)
  ./.)"
117th-minute VAR penalty by Porto sends Roma out of CL,"Portuguese club Porto converted a 117th-minute penalty in extra time following a VAR review to beat Roma 4-3 on aggregate on Wednesday and enter the quarter-finals of Champions League. Porto beat the Italian side 3-1 in the second leg, reaching quarter-finals for the first time since 2014-15. Roma have lost each of their past eight Champions League away knockout games.",sports,"117th-minute VAR penalty by Porto sends Roma out of CL. Portuguese club Porto converted a 117th-minute penalty in extra time following a VAR review to beat Roma 4-3 on aggregate on Wednesday and enter the quarter-finals of Champions League. Porto beat the Italian side 3-1 in the second leg, reaching quarter-finals for the first time since 2014-15. Roma have lost each of their past eight Champions League away knockout games.",117th minute var penalty porto send roma cl portuguese club porto convert 117th minute penalty extra time follow var review beat roma 4 3 aggregate wednesday enter quarter final champion league porto beat italian side 3 1 second leg reach quarter final first time since 2014 15 roma lose past eight champion league away knockout game,"(S
  (NP 117th-minute/JJ VAR/NNP penalty/NN Porto/NNP)
  (VP sends/VBZ)
  (NP Roma/NNP CL./NNP Portuguese/NNP club/NN Porto/NNP)
  (VP converted/VBD)
  (NP 117th-minute/JJ penalty/NN extra/JJ time/NN)
  (VP following/VBG)
  (NP VAR/NNP review/NN)
  (VP beat/VBD)
  (NP Roma/NNP 4-3/JJ aggregate/NN Wednesday/NNP)
  (NP
    enter/POS
    quarter-finals/NNS
    Champions/NNP
    League./NNP
    Porto/NNP
    beat/NN
    Italian/JJ
    side/NN
    3-1/JJ
    second/JJ
    leg/NN)
  ,/,
  (VP reaching/VBG)
  (NP quarter-finals/NNS first/JJ time/NN)
  (PP since/IN)
  (NP 2014-15./JJ Roma/NNP)
  (VP lost/VBD)
  (NP past/JJ eight/CD Champions/NNP League/NNP)
  away/RB
  (VP knockout/VBD)
  (NP games/NNS)
  ./.)"
Ex-Aus coach Lehmann to coach Big Bash League team: Report,"Former Australian team coach Darren Lehmann will reportedly take over as the coach of the Big Bash League side Brisbane Heat. Lehmann, who quit as Australia's coach after the ball-tampering scandal, will take over the reins from former New Zealand captain Daniel Vettori. Lehmann had earlier coached Brisbane Heat in the 2012-13 season.",sports,"Ex-Aus coach Lehmann to coach Big Bash League team: Report. Former Australian team coach Darren Lehmann will reportedly take over as the coach of the Big Bash League side Brisbane Heat. Lehmann, who quit as Australia's coach after the ball-tampering scandal, will take over the reins from former New Zealand captain Daniel Vettori. Lehmann had earlier coached Brisbane Heat in the 2012-13 season.",ex aus coach lehmann coach big bash league team report former australian team coach darren lehmann reportedly take coach big bash league side brisbane heat lehmann quit australias coach ball tamper scandal take rein former new zealand captain daniel vettori lehmann earlier coach brisbane heat 2012 13 season,"(S
  (NP
    Ex-Aus/JJ
    coach/NN
    Lehmann/NNP
    coach/NN
    Big/NNP
    Bash/NNP
    League/NNP
    team/NN)
  :/:
  (NP
    Report./NNP
    Former/NNP
    Australian/NNP
    team/NN
    coach/NN
    Darren/NNP
    Lehmann/NNP)
  reportedly/RB
  (VP take/VBP)
  (NP
    coach/NN
    Big/NNP
    Bash/NNP
    League/NNP
    side/NN
    Brisbane/NNP
    Heat./NNP
    Lehmann/NNP)
  ,/,
  (NP quit/NN Australias/NNP)
  (VP coach/VBP)
  (NP ball-tampering/NN scandal/NN)
  ,/,
  (VP take/VBP)
  (NP reins/NNS former/JJ New/NNP Zealand/NNP)
  (VP captain/VBP)
  (NP Daniel/NNP Vettori./NNP Lehmann/NNP)
  earlier/RB
  (VP coached/VBD)
  (NP Brisbane/NNP Heat/NNP 2012-13/JJ season/NN)
  ./.)"
16-year-old TN boy becomes India's 61st chess Grandmaster,"Tamil Nadu's 16-year-old P Iniyan defeated Ukraine's 37-year-old Grandmaster Sergey Fedorchuk in Noisiel Open chess tournament in France on Tuesday to become India's 61st Grandmaster. Iniyan crossed the mandatory 2500-mark in ELO ratings with the win to achieve the feat. ""My rating was fluctuating between 2485 and 2495. I am relieved now,"" Iniyan said after reaching the milestone.",sports,"16-year-old TN boy becomes India's 61st chess Grandmaster. Tamil Nadu's 16-year-old P Iniyan defeated Ukraine's 37-year-old Grandmaster Sergey Fedorchuk in Noisiel Open chess tournament in France on Tuesday to become India's 61st Grandmaster. Iniyan crossed the mandatory 2500-mark in ELO ratings with the win to achieve the feat. ""My rating was fluctuating between 2485 and 2495. I am relieved now,"" Iniyan said after reaching the milestone.",16year old tn boy become indias 61st chess grandmaster tamil nadus 16year old p iniyan defeat ukraine 37year old grandmaster sergey fedorchuk noisiel open chess tournament france tuesday become indias 61st grandmaster iniyan cross mandatory 2500mark elo rating win achieve feat rating fluctuate 2485 2495 relieve iniyan say reach milestone,"(S
  (NP 16-year-old/JJ TN/NNP boy/NN)
  (VP becomes/VBZ)
  (NP
    Indias/NNP
    61st/CD
    chess/NN
    Grandmaster./NNP
    Tamil/NNP
    Nadus/NNP
    16-year-old/JJ
    P/NNP
    Iniyan/NNP)
  (VP defeated/VBD)
  (NP
    Ukraines/NNP
    37-year-old/JJ
    Grandmaster/NNP
    Sergey/NNP
    Fedorchuk/NNP
    Noisiel/NNP
    Open/NNP
    chess/NN
    tournament/NN
    France/NNP
    Tuesday/NNP)
  (VP become/VB)
  (NP Indias/NNP 61st/CD Grandmaster./NNP Iniyan/NNP)
  (VP crossed/VBD)
  (NP mandatory/JJ 2500-mark/JJ ELO/NNP ratings/NNS)
  (VP win/VBP)
  (NP
    achieve/JJ
    feat./NN
    ""/NN
    rating/NN
    fluctuating/NN
    2485/CD
    2495./CD)
  (VP relieved/VBN)
  ,/,
  (NP ""/NNP Iniyan/NNP)
  (VP said/VBD reaching/VBG)
  (NP milestone/NN)
  ./.)"
Du Plessis 2nd SA player with 7 consecutive 50+ int'l scores,"South African captain Faf du Plessis became the second player from the nation to post seven consecutive scores of over 50 runs in international cricket after crossing the 50-run landmark against Sri Lanka on Wednesday. Du Plessis matched the record set by Aubrey Faulkner, who also made seven such consecutive scores from 1910 to 1912.",sports,"Du Plessis 2nd SA player with 7 consecutive 50+ int'l scores. South African captain Faf du Plessis became the second player from the nation to post seven consecutive scores of over 50 runs in international cricket after crossing the 50-run landmark against Sri Lanka on Wednesday. Du Plessis matched the record set by Aubrey Faulkner, who also made seven such consecutive scores from 1910 to 1912.",du plessis 2nd sa player 7 consecutive 50 intl score south african captain faf du plessis become second player nation post seven consecutive score 50 run international cricket cross 50run landmark sri lanka wednesday du plessis match record set aubrey faulkner also make seven consecutive score 1910 1912,"(S
  (NP
    Du/NNP
    Plessis/NNP
    2nd/CD
    SA/NNP
    player/NN
    7/CD
    consecutive/JJ
    50+/CD
    intl/NN
    scores./NN
    South/NNP
    African/NNP
    captain/NN
    Faf/NNP
    du/JJ
    Plessis/NNP)
  (VP became/VBD)
  (NP second/JJ player/NN nation/NN)
  (VP post/VBD)
  (NP
    seven/CD
    consecutive/JJ
    scores/NNS
    50/CD
    runs/NNS
    international/JJ
    cricket/NN)
  (VP crossing/VBG)
  (NP
    50-run/JJ
    landmark/NN
    Sri/NNP
    Lanka/NNP
    Wednesday./NNP
    Du/NNP
    Plessis/NNP)
  (VP matched/VBD)
  (NP record/NN set/VBN Aubrey/NNP Faulkner/NNP)
  ,/,
  also/RB
  (VP made/VBD)
  (NP seven/CD consecutive/JJ scores/NNS 1910/CD 1912/CD)
  ./.)"
Former world number one Murray 'pain free' after hip surgery,"Former world number one male tennis player Andy Murray says he is ""pain free"" after hip surgery but that his chances of playing singles at Wimbledon this year are ""less than 50%"". ""I don't feel any pressure to come back and play. I don't feel like I have to get back to playing Wimbledon or playing tennis again,"" Murray said.",sports,"Former world number one Murray 'pain free' after hip surgery. Former world number one male tennis player Andy Murray says he is ""pain free"" after hip surgery but that his chances of playing singles at Wimbledon this year are ""less than 50%"". ""I don't feel any pressure to come back and play. I don't feel like I have to get back to playing Wimbledon or playing tennis again,"" Murray said.",former world number one murray pain free hip surgery former world number one male tennis player andy murray say pain free hip surgery chance play single wimbledon year less 50 not feel pressure come back play not feel like get back play wimbledon play tennis murray say,"(S
  (NP
    Former/JJ
    world/NN
    number/NN
    one/CD
    Murray/NNP
    pain/NN
    free/JJ
    hip/NN)
  (VP surgery./VBD)
  (NP
    Former/NNP
    world/NN
    number/NN
    one/CD
    male/NN
    tennis/NN
    player/NN
    Andy/NNP
    Murray/NNP)
  (VP says/VBZ ""/VB)
  (NP pain/NN free/JJ ""/NNP hip/NN surgery/NN chances/NNS)
  (VP playing/VBG)
  (NP singles/NNS Wimbledon/NNP year/NN)
  ""/RB
  less/RBR
  (NP 50/CD %/NN ""/NN)
  ./.
  ""/CC
  not/RB
  (VP feel/VB)
  (NP pressure/NN come/VBN)
  back/RB
  (PP play./IN)
  (NP not/RB)
  (VP feel/VB)
  (PP like/IN)
  (NP get/VB)
  back/RB
  (VP playing/VBG)
  (NP Wimbledon/NNP playing/VBG tennis/NN)
  ,/,
  (NP ""/NNP Murray/NNP)
  (VP said/VBD)
  ./.)"
Pak intel carried out bomb blasts in India during my time: Musharraf,"Ex-Pakistani President Pervez Musharraf has admitted that Pakistani intelligence carried out bomb blasts in India during his rule ""in a tit-for-tat response to attacks in Pakistan by the Indian intelligence"". He said Jaish-e-Mohammed (JeM) had attempted to assassinate him in 2003. Musharraf supported Pakistan's crackdown on Mumbai terror attack mastermind Hafiz Saeed's terror group Jamaat-ud-Dawa.",world,"Pak intel carried out bomb blasts in India during my time: Musharraf. Ex-Pakistani President Pervez Musharraf has admitted that Pakistani intelligence carried out bomb blasts in India during his rule ""in a tit-for-tat response to attacks in Pakistan by the Indian intelligence"". He said Jaish-e-Mohammed (JeM) had attempted to assassinate him in 2003. Musharraf supported Pakistan's crackdown on Mumbai terror attack mastermind Hafiz Saeed's terror group Jamaat-ud-Dawa.",pak intel carry bomb blast india time musharraf ex pakistani president pervez musharraf admit pakistani intelligence carry bomb blast india rule tit tat response attack pakistan indian intelligence say jaish e mohammed jem attempt assassinate 2003 musharraf support pakistan crackdown mumbai terror attack mastermind hafiz saeed terror group jamaat ud dawa,"(S
  (NP Pak/NNP intel/NN)
  (VP carried/VBD)
  (NP bomb/JJ blasts/NNS India/NNP time/NN)
  :/:
  (NP
    Musharraf./JJ
    Ex-Pakistani/NNP
    President/NNP
    Pervez/NNP
    Musharraf/NNP)
  (VP admitted/VBD)
  (NP Pakistani/NNP intelligence/NN)
  (VP carried/VBD)
  (NP bomb/JJ blasts/NNS India/NNP rule/NN)
  (VP ""/VBD)
  (NP
    tit-for-tat/JJ
    response/NN
    attacks/NNS
    Pakistan/NNP
    Indian/JJ
    intelligence/NN
    ""/NNP)
  ./.
  (VP said/VBD)
  (NP Jaish-e-Mohammed/NNP)
  (/(
  (NP JeM/NNP)
  )/)
  (VP attempted/VBD)
  (NP assassinate/JJ 2003./CD Musharraf/NNP)
  (VP supported/VBD)
  (NP
    Pakistans/NNPS
    crackdown/JJ
    Mumbai/NNP
    terror/NN
    attack/NN
    mastermind/NN
    Hafiz/NNP
    Saeeds/NNP
    terror/NN
    group/NN
    Jamaat-ud-Dawa/NNP)
  ./.)"
Played essential role in de-escalating India-Pakistan tensions: US,"The US has said it played an essential role in de-escalating the tensions between India and Pakistan. ""High-level contact has continued"" and ""there's a lot of private diplomacy that's going on right now"", State Department deputy spokesperson Robert Palladino said. The US is closely following the reports of Pakistan's potential misuse of F-16 jets against India, he added.",world,"Played essential role in de-escalating India-Pakistan tensions: US. The US has said it played an essential role in de-escalating the tensions between India and Pakistan. ""High-level contact has continued"" and ""there's a lot of private diplomacy that's going on right now"", State Department deputy spokesperson Robert Palladino said. The US is closely following the reports of Pakistan's potential misuse of F-16 jets against India, he added.",play essential role de escalate india pakistan tension us us say play essential role de escalate tension india pakistan high level contact continue lot private diplomacy go right state department deputy spokesperson robert palladino say us closely follow report pakistan potential misuse f16 jet india add,"(S
  (NP
    Played/NNP
    essential/JJ
    role/NN
    de-escalating/JJ
    India-Pakistan/JJ
    tensions/NNS)
  :/:
  (NP US./NNP US/NNP)
  (VP said/VBD played/VBN)
  (NP
    essential/JJ
    role/NN
    de-escalating/JJ
    tensions/NNS
    India/NNP
    Pakistan./NNP
    ""/NNP
    High-level/NNP
    contact/NN)
  (VP continued/VBD)
  (NP ""/NNP ""/NNP lot/NN private/JJ diplomacy/NN)
  (VP going/VBG)
  (NP right/JJ ""/NN)
  ,/,
  (NP
    State/NNP
    Department/NNP
    deputy/NN
    spokesperson/NN
    Robert/NNP
    Palladino/NNP)
  (VP said./VBD)
  (NP US/NNP)
  closely/RB
  (VP following/VBG)
  (NP
    reports/NNS
    Pakistans/NNPS
    potential/JJ
    misuse/NN
    F-16/NNP
    jets/NNS
    India/NNP)
  ,/,
  (VP added/VBD)
  ./.)"
Tensions with India appear to be de-escalating: Pakistan,"The tensions between India and Pakistan appear to be de-escalating, Pakistan Foreign Minister Shah Mahmood Qureshi said on Wednesday. Qureshi added that ""Pakistan has further increased diplomatic efforts"" and the country has decided to send back the Pakistani High Commissioner to India. ""The US through private diplomacy played a role in de-escalating the tensions,"" he further said.",world,"Tensions with India appear to be de-escalating: Pakistan. The tensions between India and Pakistan appear to be de-escalating, Pakistan Foreign Minister Shah Mahmood Qureshi said on Wednesday. Qureshi added that ""Pakistan has further increased diplomatic efforts"" and the country has decided to send back the Pakistani High Commissioner to India. ""The US through private diplomacy played a role in de-escalating the tensions,"" he further said.",tension india appear de escalating pakistan tension india pakistan appear de escalating pakistan foreign minister shah mahmood qureshi say wednesday qureshi add pakistan increase diplomatic effort country decide send back pakistani high commissioner india us private diplomacy play role de escalate tension say,"(S
  (NP Tensions/NNS India/NNP)
  (VP appear/VBP)
  (NP de-escalating/NN)
  :/:
  (NP Pakistan./NNP tensions/NNS India/NNP Pakistan/NNP)
  (VP appear/VBP)
  (NP de-escalating/NN)
  ,/,
  (NP
    Pakistan/NNP
    Foreign/NNP
    Minister/NNP
    Shah/NNP
    Mahmood/NNP
    Qureshi/NNP)
  (VP said/VBD)
  (NP Wednesday./NNP Qureshi/NNP)
  (VP added/VBD)
  (NP ""/JJ Pakistan/NNP)
  (VP increased/VBD)
  (NP diplomatic/JJ efforts/NNS)
  (VP ""/VBP)
  (NP country/NN)
  (VP decided/VBD send/VBP)
  back/RB
  (NP
    Pakistani/NNP
    High/NNP
    Commissioner/NNP
    India./NNP
    ""/NNP
    US/NNP
    private/JJ
    diplomacy/NN)
  (VP played/VBD)
  (NP role/NN de-escalating/JJ tensions/NNS)
  ,/,
  (NP ""/NNP)
  (VP said/VBD)
  ./.)"
China sends minister to Pakistan to discuss Indo-Pak tensions,"China announced on Wednesday that it has sent its Vice Foreign Minister Kong Xuanyou to Islamabad to discuss the tensions between India and Pakistan. ""China has been promoting peace and stability in this region. We hope that Pakistan and India will maintain friendly relations,"" Chinese Foreign Ministry spokesperson Lu Kang said.",world,"China sends minister to Pakistan to discuss Indo-Pak tensions. China announced on Wednesday that it has sent its Vice Foreign Minister Kong Xuanyou to Islamabad to discuss the tensions between India and Pakistan. ""China has been promoting peace and stability in this region. We hope that Pakistan and India will maintain friendly relations,"" Chinese Foreign Ministry spokesperson Lu Kang said.",china send minister pakistan discuss indo pak tension china announce wednesday send vice foreign minister kong xuanyou islamabad discuss tension india pakistan china promote peace stability region hope pakistan india maintain friendly relation chinese foreign ministry spokesperson lu kang say,"(S
  (NP China/NNP)
  (VP sends/VBZ)
  (NP minister/NN Pakistan/NNP)
  (VP discuss/VBZ)
  (NP Indo-Pak/NNP tensions./NN China/NNP)
  (VP announced/VBD)
  (NP Wednesday/NNP)
  (VP sent/VBD)
  (NP
    Vice/NNP
    Foreign/NNP
    Minister/NNP
    Kong/NNP
    Xuanyou/NNP
    Islamabad/NNP
    discuss/NN
    tensions/NNS
    India/NNP
    Pakistan./NNP
    ""/NNP
    China/NNP)
  (VP promoting/VBG)
  (NP peace/NN stability/NN)
  (VP region./VBP)
  (NP hope/NN Pakistan/NNP India/NNP)
  (VP maintain/VBP)
  (NP friendly/JJ relations/NNS)
  ,/,
  (VP ""/VBZ)
  (NP Chinese/NNP Foreign/NNP Ministry/NNP)
  (VP spokesperson/VBD)
  (NP Lu/NNP Kang/NNP)
  (VP said/VBD)
  ./.)"
Pak Army says no JeM in Pak days after Pak govt admits its presence,"Pakistan Army Spokesperson Major General Asif Ghafoor has claimed that terror group Jaish-e-Mohammed (JeM) does not exist in the country. Pakistan Foreign Minister Shah Mahmood Qureshi had admitted on February 28 that JeM chief Masood Azhar is in Pakistan, adding that he's ""very unwell"". JeM claimed responsibility for the February 14 Pulwama attack in which 40 CRPF personnel were martyred.",world,"Pak Army says no JeM in Pak days after Pak govt admits its presence. Pakistan Army Spokesperson Major General Asif Ghafoor has claimed that terror group Jaish-e-Mohammed (JeM) does not exist in the country. Pakistan Foreign Minister Shah Mahmood Qureshi had admitted on February 28 that JeM chief Masood Azhar is in Pakistan, adding that he's ""very unwell"". JeM claimed responsibility for the February 14 Pulwama attack in which 40 CRPF personnel were martyred.",pak army say no jem pak day pak govt admit presence pakistan army spokesperson major general asif ghafoor claim terror group jaish e mohammed jem not exist country pakistan foreign minister shah mahmood qureshi admit february 28 jem chief masood azhar pakistan add unwell jem claim responsibility february 14 pulwama attack 40 crpf personnel martyr,"(S
  (NP Pak/NNP Army/NNP)
  (VP says/VBZ)
  (NP no/DT JeM/NNP Pak/NNP days/NNS Pak/NNP)
  (VP govt/VBP)
  (NP admits/NNS)
  (VP presence./VBP)
  (NP
    Pakistan/NNP
    Army/NNP
    Spokesperson/NNP
    Major/NNP
    General/NNP
    Asif/NNP
    Ghafoor/NNP)
  (VP claimed/VBD)
  (NP terror/NN group/NN Jaish-e-Mohammed/NNP)
  (/(
  (NP JeM/NNP)
  )/)
  not/RB
  (VP exist/VB)
  (NP
    country./JJ
    Pakistan/NNP
    Foreign/NNP
    Minister/NNP
    Shah/NNP
    Mahmood/NNP
    Qureshi/NNP)
  (VP admitted/VBD)
  (NP
    February/NNP
    28/CD
    JeM/NNP
    chief/JJ
    Masood/NNP
    Azhar/NNP
    Pakistan/NNP)
  ,/,
  (VP adding/VBG)
  (NP ""/NN unwell/NN ""/NNP)
  ./.
  (NP JeM/NNP)
  (VP claimed/VBD)
  (NP
    responsibility/NN
    February/NNP
    14/CD
    Pulwama/NNP
    attack/NN
    40/CD
    CRPF/NNP
    personnel/NNS)
  (VP martyred/VBD)
  ./.)"
